Employer,Title,City,Job ID,Time Posted,Job Board,Lat,Lng,CityCount
Toptal,"UX Designer – Remote, Full-time",Glendale AZ,2507426962,2021-04-17,LinkedIn.com,33.5386858,-112.1859941,2
Wells Fargo,User Experience Designer,Chandler AZ,2502874878,2021-04-14,LinkedIn.com,33.3061605,-111.84125,2
Toptal,"UX Designer – Remote, Full-time",Chandler AZ,2507428943,2021-04-17,LinkedIn.com,33.3061605,-111.84125,2
University of Phoenix,Sr. UX/UI Designer,Phoenix AZ,2427853717,2021-03-29,LinkedIn.com,33.4484367,-112.0741417,24
Paradox,Product Designer,Scottsdale AZ,2490806038,2021-04-05,LinkedIn.com,33.4942189,-111.9260184,7
Paradox,Associate Product Designer - May 2021 Start,Scottsdale AZ,2490804374,2021-04-05,LinkedIn.com,33.4942189,-111.9260184,7
IGNW,Senior UI/UX Designer,Phoenix AZ,2476914123,2021-03-25,LinkedIn.com,33.4484367,-112.0741417,24
VincentBenjamin,Windows Engineer,Phoenix AZ,2478383594,2021-04-07,LinkedIn.com,33.4484367,-112.0741417,24
CyberCoders,Principal UX Designer-RELO TO PHOENIX,Phoenix AZ,2488346735,2021-04-16,LinkedIn.com,33.4484367,-112.0741417,24
PwC,PwC Digital Products - UX Designer - Sr. Associate,Phoenix AZ,2424234286,2021-03-25,LinkedIn.com,33.4484367,-112.0741417,24
Optello,"Senior UI/UX Product Designer - Sketch, Abstract, InVision",Scottsdale AZ,2488328203,2021-04-16,LinkedIn.com,33.4942189,-111.9260184,7
Toptal,[REMOTE] UI Designer,Mesa AZ,2507434300,2021-04-17,LinkedIn.com,33.4151117,-111.8314792,1
Dice,UI UX Product Designer,Scottsdale AZ,2507508295,2021-04-16,LinkedIn.com,33.4942189,-111.9260184,7
Paladin,User Interface Designer,Phoenix AZ,2452543081,2021-04-15,LinkedIn.com,33.4484367,-112.0741417,24
Mozilla,UX Designer,San Antonio TX,2496555407,2021-04-09,LinkedIn.com,29.4246002,-98.4951405,21
IBM,Garage UX Designer,San Antonio TX,2476254671,2021-04-12,LinkedIn.com,29.4246002,-98.4951405,21
Frost Bank,User Experience Designer I – Mobile,San Antonio TX,2502087500,2021-04-13,LinkedIn.com,29.4246002,-98.4951405,21
USAA,Mid Level UX Designer (Remote Available),San Antonio TX,2508599999,2021-04-17,LinkedIn.com,29.4246002,-98.4951405,21
FullStack Labs,"UI/UX Designer + WebFlow, Remote, Full Time",San Antonio TX,2502736880,2021-04-14,LinkedIn.com,29.4246002,-98.4951405,21
Toptal,"UX Designer – Remote, Full-time",San Antonio TX,2507430557,2021-04-17,LinkedIn.com,29.4246002,-98.4951405,21
PwC,Job Posting Title PwC Digital Products - UX Designer - Sr. Associate,San Antonio TX,2487400749,2021-04-15,LinkedIn.com,29.4246002,-98.4951405,21
BrainGu,Senior UX Designer,San Antonio TX,2483778885,2021-03-31,LinkedIn.com,29.4246002,-98.4951405,21
ManTech,UX Product Designer,San Antonio TX,2403772750,2021-04-14,LinkedIn.com,29.4246002,-98.4951405,21
Security Service Federal Credit Union,UI Producer (UI Designer),San Antonio Texas,2491815572,2021-04-06,LinkedIn.com,18.174167,-96.129722,1
Mozilla,Senior Web UX Designer,San Antonio TX,2508281318,2021-04-17,LinkedIn.com,29.4246002,-98.4951405,21
Millennium Group,UI/UX Designer Sr,San Antonio TX,2498233692,2021-04-10,LinkedIn.com,29.4246002,-98.4951405,21
Toptal,[REMOTE] UI Designer,San Antonio TX,2507434014,2021-04-17,LinkedIn.com,29.4246002,-98.4951405,21
Mozilla,Senior UX Designer,San Antonio TX,2496555402,2021-04-09,LinkedIn.com,29.4246002,-98.4951405,21
Mozilla,Senior UX Designer,San Antonio TX,2458212813,2021-03-20,LinkedIn.com,29.4246002,-98.4951405,21
Chegg Inc.,Senior Product Designer (UX/UI) - 6 Month Contract,San Antonio TX,2479971950,2021-04-08,LinkedIn.com,29.4246002,-98.4951405,21
Taproot Foundation,Volunteer Website Design Consultant for Haiti Now (Ayiti Now Corp),San Antonio TX,2479715158,2021-04-13,LinkedIn.com,29.4246002,-98.4951405,21
PwC,SAP UX Architect Senior Associate,San Antonio TX,2489851156,2021-04-17,LinkedIn.com,29.4246002,-98.4951405,21
Mount Indie ,UI/UX Designer,San Diego CA,2488346201,2021-04-16,LinkedIn.com,32.7174202,-117.1627728,27
IBM,Garage UX Designer,San Diego CA,2476254674,2021-04-12,LinkedIn.com,32.7174202,-117.1627728,27
Trimble Inc.,UI / UX Designer,San Diego CA,2508507877,2021-04-17,LinkedIn.com,32.7174202,-117.1627728,27
Addepar,UI / UX Designer,San Diego CA,2405738477,2021-04-13,LinkedIn.com,32.7174202,-117.1627728,27
StepStone Group,UI/UX Designer,San Diego CA,2482248443,2021-04-16,LinkedIn.com,32.7174202,-117.1627728,27
"Lytx, Inc.",UX Designer,San Diego CA,2479929397,2021-03-25,LinkedIn.com,32.7174202,-117.1627728,27
Toptal,"UX Designer – Remote, Full-time",San Diego CA,2507428471,2021-04-17,LinkedIn.com,32.7174202,-117.1627728,27
Kforce Inc,UI/UX Designer -Remote,San Diego CA,2488347237,2021-03-29,LinkedIn.com,32.7174202,-117.1627728,27
Creative Circle,UI/UX Designer,San Diego CA,2483602296,2021-04-15,LinkedIn.com,32.7174202,-117.1627728,27
Contemporary Staffing Solutions,UX Designer #106428,San Diego CA,2505983490,2021-04-16,LinkedIn.com,32.7174202,-117.1627728,27
TuSimple,User Experience Designer,San Diego CA,2483796940,2021-03-31,LinkedIn.com,32.7174202,-117.1627728,27
Axos Bank,UX Designer II,San Diego CA,2458210477,2021-03-19,LinkedIn.com,32.7174202,-117.1627728,27
Agoda,"UX Designer – Enterprise Tool Products (Bangkok-based, Relocation Provided)",San Diego CA,2425246140,2021-03-26,LinkedIn.com,32.7174202,-117.1627728,27
FullStack Labs,"UI/UX Designer + WebFlow, Remote, Full Time",Tijuana Baja California Mexico,2502742230,2021-04-14,LinkedIn.com,32.5010188,-116.9646629,1
Illumina,Sr. UX Designer,San Diego CA,2476437630,2021-04-04,LinkedIn.com,32.7174202,-117.1627728,27
Aya Healthcare,UI/UX Designer III,San Diego CA,2495181938,2021-03-31,LinkedIn.com,32.7174202,-117.1627728,27
PwC,Job Posting Title PwC Digital Products - UX Designer - Sr. Associate,San Diego CA,2487406049,2021-04-15,LinkedIn.com,32.7174202,-117.1627728,27
Egnyte,Lead User Experience Designer,San Diego CA,2506900894,2021-04-16,LinkedIn.com,32.7174202,-117.1627728,27
Insulet Corporation,Associate UX Designer,San Diego CA,2506839654,2021-04-16,LinkedIn.com,32.7174202,-117.1627728,27
Eclaro,UX/IX Designer,San Diego CA,2466496054,2021-03-26,LinkedIn.com,32.7174202,-117.1627728,27
DISYS,Senior User Experience Designer,San Diego CA,2489825294,2021-04-17,LinkedIn.com,32.7174202,-117.1627728,27
Amazon,Senior UX Design,San Diego CA,2477291936,2021-04-06,LinkedIn.com,32.7174202,-117.1627728,27
HP,UX/IX Senior Lead Designer,San Diego CA,2431915811,2021-03-23,LinkedIn.com,32.7174202,-117.1627728,27
"CanaleComm, an Ashfield Health Company",Senior Graphic Designer,San Diego CA,2481460171,2021-03-29,LinkedIn.com,32.7174202,-117.1627728,27
Three Omens,Jr. WordPress Developer,San Diego CA,2480303772,2021-03-28,LinkedIn.com,32.7174202,-117.1627728,27
Toptal,"UX Designer – Remote, Full-time",El Cajon CA,2507430288,2021-04-17,LinkedIn.com,32.7947731,-116.9625269,1
Creative Circle,UI Designer,San Diego CA,2468025097,2021-03-28,LinkedIn.com,32.7174202,-117.1627728,27
Agoda,"UX/UI Designer – Creative Visioning (Bangkok-based, Relocation Provided)",San Diego CA,2436030028,2021-04-04,LinkedIn.com,32.7174202,-117.1627728,27
Toptal,[REMOTE] UI Designer,San Diego CA,2507426770,2021-04-17,LinkedIn.com,32.7174202,-117.1627728,27
Toptal,"UX Designer – Remote, Full-time",Encinitas CA,2507430771,2021-04-17,LinkedIn.com,33.0369867,-117.2919818,1
Loloi Rugs,UI/UX Designer,Dallas TX,2475595075,2021-04-14,LinkedIn.com,32.7762719,-96.7968559,20
Capital One,UI/UX Designer,Plano TX,2358588647,2021-04-15,LinkedIn.com,33.0136764,-96.6925096,7
LINQ,UX Designer - REMOTE,Dallas TX,2481452543,2021-03-29,LinkedIn.com,32.7762719,-96.7968559,20
"Kalkomey Enterprises, LLC",UX Designer,Dallas-Fort Worth,2483674948,2021-04-15,LinkedIn.com,32.760525,-97.234797,8
Point B,User Experience Designer,Dallas TX,2457106174,2021-04-18,LinkedIn.com,32.7762719,-96.7968559,20
JPMorgan Chase & Co.,User Experience Designer,Plano TX,2487434615,2021-03-22,LinkedIn.com,33.0136764,-96.6925096,7
Radiant Digital,UX Designer,Irving TX,2507939462,2021-04-17,LinkedIn.com,32.8295183,-96.9442177,11
Addepar,UI / UX Designer,Dallas TX,2405740405,2021-04-13,LinkedIn.com,32.7762719,-96.7968559,20
Elastic,Product Designer,Dallas TX,2485542243,2021-04-13,LinkedIn.com,32.7762719,-96.7968559,20
IBM,Garage UX Designer,Dallas TX,2476258352,2021-04-12,LinkedIn.com,32.7762719,-96.7968559,20
High Bandwidth ,UI/UX Designer,Plano TX,2476490829,2021-04-08,LinkedIn.com,33.0136764,-96.6925096,7
Photon,UX Designer,Dallas TX,2479077989,2021-04-07,LinkedIn.com,32.7762719,-96.7968559,20
Improving,User Experience Designer,Dallas-Fort Worth,2488387180,2021-04-16,LinkedIn.com,32.760525,-97.234797,8
Copper Mobile,UI/UX Designer,Dallas TX,2486788458,2021-04-02,LinkedIn.com,32.7762719,-96.7968559,20
Health IQ,UI/UX Designer,Dallas TX,2505904897,2021-04-16,LinkedIn.com,32.7762719,-96.7968559,20
HCL Technologies,Visualization Designer/UX Designer ,Plano TX,2427319428,2021-04-09,LinkedIn.com,33.0136764,-96.6925096,7
The Intersect Group,UX Designer,Dallas-Fort Worth,2468079411,2021-03-29,LinkedIn.com,32.760525,-97.234797,8
Creative Circle,UI / UX Designer,Plano TX,2482858193,2021-04-09,LinkedIn.com,33.0136764,-96.6925096,7
InfoVision Inc.,UI/UX Designers / Developer,Irving TX,2504040347,2021-04-14,LinkedIn.com,32.8295183,-96.9442177,11
Odyssey Information Services,"UI/ UX Designer, Mobile",Dallas TX,2496798138,2021-04-16,LinkedIn.com,32.7762719,-96.7968559,20
Cognizant Softvision,UX Designer,Dallas TX,2444598530,2021-04-02,LinkedIn.com,32.7762719,-96.7968559,20
"RealPage, Inc.","UI/UX Designer, Marketing",Richardson TX,2466287383,2021-04-17,LinkedIn.com,32.9481789,-96.7297206,1
USAA,Mid Level UX Designer (Remote Available),Plano TX,2508600820,2021-04-17,LinkedIn.com,33.0136764,-96.6925096,7
DoctorLogic,UI/UX Designer,Plano TX,2483049489,2021-03-31,LinkedIn.com,33.0136764,-96.6925096,7
Toptal,"UX Designer – Remote, Full-time",Dallas TX,2507433085,2021-04-17,LinkedIn.com,32.7762719,-96.7968559,20
Accenture,UX Standards Designer,Dallas TX,2503963960,2021-04-14,LinkedIn.com,32.7762719,-96.7968559,20
EY,User Experience Designer - Tech Consulting Staff,Dallas TX,2488391885,2021-04-16,LinkedIn.com,32.7762719,-96.7968559,20
First American Title,UX Designer,Dallas TX,2484147217,2021-04-01,LinkedIn.com,32.7762719,-96.7968559,20
Plasma,UX Designer,Dallas TX,2509326601,2021-04-04,LinkedIn.com,32.7762719,-96.7968559,20
Cisco,UX Designer,San Jose CA,2489862077,2021-04-17,LinkedIn.com,37.3361905,-121.890583,5
TikTok,UX Designer - TikTok Monetization,Mountain View CA,2473952490,2021-04-14,LinkedIn.com,37.3893889,-122.0832101,7
Calendly,UI/UX Designer,San Francisco Bay,2469455239,2021-04-16,LinkedIn.com,37.71402905,-122.30779415179862,4
"Williams-Sonoma, Inc.",UX Designer,San Jose CA,2478300380,2021-04-06,LinkedIn.com,37.3361905,-121.890583,5
Addepar,UI / UX Designer,Mountain View CA,2405736749,2021-04-13,LinkedIn.com,37.3893889,-122.0832101,7
IBM,UX Designer,San Jose CA,2470874141,2021-04-07,LinkedIn.com,37.3361905,-121.890583,5
Adobe,User Experience Designer,San Jose CA,2486253778,2021-04-13,LinkedIn.com,37.3361905,-121.890583,5
Ariat International,UX Designer,Union City CA,2509463287,2021-04-18,LinkedIn.com,37.5963232,-122.0816297,1
Whipsaw,User Experience Designer,San Francisco Bay,2405775681,2021-04-14,LinkedIn.com,37.71402905,-122.30779415179862,4
Snap Finance,UX Designer,Santa Clara CA,2504178718,2021-04-15,LinkedIn.com,37.2333253,-121.6846349,1
Designit,UI/UX Designer,San Francisco Bay,2473927620,2021-04-01,LinkedIn.com,37.71402905,-122.30779415179862,4
Google,Staff Interaction Designer,Sunnyvale CA,2436564834,2021-03-27,LinkedIn.com,37.3688301,-122.0363496,4
BetterHelp.com,UX Designer,Mountain View CA,2458241722,2021-03-20,LinkedIn.com,37.3893889,-122.0832101,7
Eliassen Group,UX Designer,San Jose CA,2503466310,2021-04-14,LinkedIn.com,37.3361905,-121.890583,5
"Anthem, Inc.",UX Designer,Palo Alto CA,2505342373,2021-03-27,LinkedIn.com,37.4443293,-122.1598465,1
CrowdStrike,UX Designer - ITSecOps (Remote),Sunnyvale CA,2464860727,2021-03-25,LinkedIn.com,37.3688301,-122.0363496,4
Amazon,"UX Designer, Ops & Supply Chain UX",Sunnyvale CA,2477292927,2021-04-06,LinkedIn.com,37.3688301,-122.0363496,4
Teladoc Health,UX Designer,Mountain View CA,2485559718,2021-04-13,LinkedIn.com,37.3893889,-122.0832101,7
Yugabyte,Product User Experience Designer,San Francisco Bay,2470542309,2021-03-30,LinkedIn.com,37.71402905,-122.30779415179862,4
Pixelberry Studios,UX Designer,Mountain View CA,2384581141,2021-04-05,LinkedIn.com,37.3893889,-122.0832101,7
Johnson & Johnson,SENIOR UX DESIGNER ,Redwood City CA,2489882346,2021-04-18,LinkedIn.com,37.4863239,-122.232523,6
Apex Systems,User Experience Designer,Mountain View CA,2503612927,2021-04-14,LinkedIn.com,37.3893889,-122.0832101,7
Bayside Solutions,UX Designer,Sunnyvale CA,2486250519,2021-04-13,LinkedIn.com,37.3688301,-122.0363496,4
Livongo,UX Designer,Mountain View CA,2500941362,2021-04-13,LinkedIn.com,37.3893889,-122.0832101,7
RevaComm,User Experience Designer,Honolulu HI,2487445109,2021-04-16,LinkedIn.com,21.304547,-157.8556764,4
Toptal,"UX Designer – Remote, Full-time",Honolulu HI,2507427913,2021-04-17,LinkedIn.com,21.304547,-157.8556764,4
Chegg Inc.,Senior Product Designer (UX/UI) - 6 Month Contract,Honolulu HI,2479972901,2021-04-08,LinkedIn.com,21.304547,-157.8556764,4
Ad Hoc LLC,Senior UX Designer,Pearl City HI,2495218442,2021-04-06,LinkedIn.com,21.4001231,-157.969428,2
Toptal,[REMOTE] UI Designer,Honolulu HI,2507430351,2021-04-17,LinkedIn.com,21.304547,-157.8556764,4
WIN Reality,UI/UX Designer,Austin TX,2507183346,2021-04-16,LinkedIn.com,30.2711286,-97.7436995,22
YETI,eCommerce UI/UX Designer,Austin TX,2488392453,2021-04-17,LinkedIn.com,30.2711286,-97.7436995,22
Visa,Staff UX Designer,Austin TX,2489828892,2021-04-17,LinkedIn.com,30.2711286,-97.7436995,22
Adobe,User Experience Designer,Austin TX,2486256066,2021-04-13,LinkedIn.com,30.2711286,-97.7436995,22
Aquent,User Experience Designer,Austin TX,2487413114,2021-04-15,LinkedIn.com,30.2711286,-97.7436995,22
Mozilla,UX Designer,Austin TX,2496557254,2021-04-09,LinkedIn.com,30.2711286,-97.7436995,22
IBM,Garage UX Designer,Austin TX,2485144073,2021-03-23,LinkedIn.com,30.2711286,-97.7436995,22
AMD,UI/UX Designer - 86323,Austin TX,2451157241,2021-04-16,LinkedIn.com,30.2711286,-97.7436995,22
Lasso,Product/UX Designer,Austin TX,2492845634,2021-04-07,LinkedIn.com,30.2711286,-97.7436995,22
Harte Hanks,UX Designer,Austin TX,2506081357,2021-04-16,LinkedIn.com,30.2711286,-97.7436995,22
The Home Depot,Staff User Experience Designer,Austin TX,2485103153,2021-04-16,LinkedIn.com,30.2711286,-97.7436995,22
IFM Restoration Inc.,UX Designer,Austin Texas,2478069996,2021-04-16,LinkedIn.com,30.2711286,-97.7436995,2
USAA,Mid Level UX Designer (Remote Available),Austin TX,2508600817,2021-04-17,LinkedIn.com,30.2711286,-97.7436995,22
CrowdStrike,UX Designer - ITSecOps (Remote),Austin TX,2464860726,2021-03-25,LinkedIn.com,30.2711286,-97.7436995,22
Salesforce,Services User Experience Designer,Austin TX,2474425900,2021-04-02,LinkedIn.com,30.2711286,-97.7436995,22
Dell Technologies,Graphic/UX Designer,Round Rock TX,2487496583,2021-04-16,LinkedIn.com,30.508235,-97.6788934,1
SchooLinks,UI/UX Designer,Austin TX,2484722501,2021-04-01,LinkedIn.com,30.2711286,-97.7436995,22
Amazon,UX Designer - Amazon Fulfillment Technologies,Austin TX,2477292934,2021-04-06,LinkedIn.com,30.2711286,-97.7436995,22
Malakye.com,eCommerce UI/UX Designer,Austin TX,2489834583,2021-04-17,LinkedIn.com,30.2711286,-97.7436995,22
TEKsystems,UX Designer,Austin TX,2479780100,2021-04-14,LinkedIn.com,30.2711286,-97.7436995,22
Electronic Arts (EA),UI/UX Designer (Contract) - College Football,Austin TX,2463024720,2021-03-23,LinkedIn.com,30.2711286,-97.7436995,22
Vitamin T,User Experience Designer,Austin Texas,2479085147,2021-04-07,LinkedIn.com,30.2711286,-97.7436995,2
Iodine Software,User Experience Designer,Austin TX,2509497763,2021-04-18,LinkedIn.com,30.2711286,-97.7436995,22
Texas Comptroller of Public Accounts,UI/UX Designer - Austin,Austin TX,2501729483,2021-04-13,LinkedIn.com,30.2711286,-97.7436995,22
IBM,Garage UX Designer,Indianapolis IN,2476252922,2021-04-12,LinkedIn.com,39.9164009,-86.0519568269157,25
myCOI,UI/UX Designer,Indianapolis IN,2502873956,2021-04-14,LinkedIn.com,39.9164009,-86.0519568269157,25
Crowe,UX Visual Designer (Contract),Indianapolis IN,2469424703,2021-04-06,LinkedIn.com,39.9164009,-86.0519568269157,25
"Novo Group, Inc.",UI/UX Designer,Indianapolis IN,2465355851,2021-03-30,LinkedIn.com,39.9164009,-86.0519568269157,25
Blackbaud,User Experience Designer,Indianapolis IN,2482739049,2021-03-31,LinkedIn.com,39.9164009,-86.0519568269157,25
FullStack Labs,"UI/UX Designer + WebFlow, Remote, Full Time",Indianapolis IN,2502742253,2021-04-14,LinkedIn.com,39.9164009,-86.0519568269157,25
Toptal,"UX Designer – Remote, Full-time",Indianapolis IN,2507429698,2021-04-17,LinkedIn.com,39.9164009,-86.0519568269157,25
Creative Circle,UX Designer,Indianapolis IN,2454021850,2021-04-16,LinkedIn.com,39.9164009,-86.0519568269157,25
VMware,"Senior UX Designer, Digital User Experience - Opportunity for Working Remotely",Indianapolis IN,2479934952,2021-04-07,LinkedIn.com,39.9164009,-86.0519568269157,25
PwC,Job Posting Title PwC Digital Products - UX Designer - Sr. Associate,Indianapolis IN,2487402458,2021-04-15,LinkedIn.com,39.9164009,-86.0519568269157,25
ReJoyce Financial,Senior Creative/Web Designer,Carmel IN,2475096931,2021-03-24,LinkedIn.com,39.9545158,-86.12147145723684,5
TEKsystems,UX Visual Designer,Indianapolis IN,2485182757,2021-04-17,LinkedIn.com,39.9164009,-86.0519568269157,25
Artisan Talent,User Experience (UX) Visual Designer,Indianapolis IN,2476284250,2021-04-12,LinkedIn.com,39.9164009,-86.0519568269157,25
KSM Consulting,Senior UX Designer,Indianapolis IN,2495247599,2021-04-08,LinkedIn.com,39.9164009,-86.0519568269157,25
Ad Hoc LLC,Senior UX Designer,Indianapolis IN,2495219388,2021-04-06,LinkedIn.com,39.9164009,-86.0519568269157,25
"Ironclad, Inc. ",Product Designer,Indianapolis IN,2487594369,2021-04-03,LinkedIn.com,39.9164009,-86.0519568269157,25
Midcontinent Independent System Operator (MISO),User Interface Designer,Carmel IN,2473296144,2021-03-23,LinkedIn.com,39.9545158,-86.12147145723684,5
General Motors,In-Vehicle UI Product Designer,Indiana United States,2466410057,2021-03-26,LinkedIn.com,40.3270127,-86.1746933,1
Salesforce,Lead/Principal Product Designer,Indianapolis IN,2431548986,2021-04-01,LinkedIn.com,39.9164009,-86.0519568269157,25
"RIT Solutions, Inc.",UI Developer / UX Designer,Carmel IN,2475349778,2021-03-24,LinkedIn.com,39.9545158,-86.12147145723684,5
Dropbox,Senior Digital Product Manager - Location Flexible,Indianapolis IN,2437334131,2021-04-06,LinkedIn.com,39.9164009,-86.0519568269157,25
Crowe,UX Visual Designer,Indianapolis IN,2431110506,2021-04-02,LinkedIn.com,39.9164009,-86.0519568269157,25
myCOI,UX Designer,Indianapolis IN,2509553779,2021-04-18,LinkedIn.com,39.9164009,-86.0519568269157,25
Kaleidoscope Education Solutions,Sr. UX Designer (Remote Opportunity),Indianapolis IN,2507245969,2021-04-08,LinkedIn.com,39.9164009,-86.0519568269157,25
"Miso, Inc.",User Interface Designer,Carmel IN,2500333312,2021-04-12,LinkedIn.com,39.9545158,-86.12147145723684,5
Blackbaud,Senior UX Designer,Indianapolis IN,2497000187,2021-04-09,LinkedIn.com,39.9164009,-86.0519568269157,25
IBM,Garage UX Designer,Jacksonville FL,2476255612,2021-04-12,LinkedIn.com,30.3321838,-81.655651,17
FullStack Labs,"UI/UX Designer + WebFlow, Remote, Full Time",Jacksonville FL,2502739317,2021-04-14,LinkedIn.com,30.3321838,-81.655651,17
Syntagma Group,Mid UX Designer,Jacksonville Beach FL,2503272408,2021-04-14,LinkedIn.com,30.2946859,-81.3931396,1
Toptal,"UX Designer – Remote, Full-time",Jacksonville FL,2507431385,2021-04-17,LinkedIn.com,30.3321838,-81.655651,17
"PeopleNTech, LLC",UX Designer,Jacksonville FL,2485096677,2021-04-01,LinkedIn.com,30.3321838,-81.655651,17
"RIT Solutions, Inc.",UX Designer,Jacksonville FL,2485202095,2021-04-01,LinkedIn.com,30.3321838,-81.655651,17
VMware,"Senior UX Designer, Digital User Experience - Opportunity for Working Remotely",Jacksonville FL,2479937543,2021-04-07,LinkedIn.com,30.3321838,-81.655651,17
PwC,Job Posting Title PwC Digital Products - UX Designer - Sr. Associate,Jacksonville FL,2487401701,2021-04-15,LinkedIn.com,30.3321838,-81.655651,17
Chegg Inc.,Senior Product Designer (UX/UI) - 6 Month Contract,Jacksonville FL,2479970936,2021-04-08,LinkedIn.com,30.3321838,-81.655651,17
"Integrated Resources, Inc ( IRI )",User Interface Graphic Designer.,Jacksonville FL,2505471277,2021-04-15,LinkedIn.com,30.3321838,-81.655651,17
"PeopleNTech, LLC",UX Designer,Jacksonville FL,2486920118,2021-04-02,LinkedIn.com,30.3321838,-81.655651,17
Toptal,[REMOTE] UI Designer,Jacksonville FL,2507428607,2021-04-17,LinkedIn.com,30.3321838,-81.655651,17
Taproot Foundation,Volunteer Website Design Consultant for Haiti Now (Ayiti Now Corp),Jacksonville FL,2479714413,2021-04-13,LinkedIn.com,30.3321838,-81.655651,17
PwC,SAP UX Architect Senior Associate,Jacksonville FL,2489848397,2021-04-17,LinkedIn.com,30.3321838,-81.655651,17
Visa,Staff UX Designer,San Francisco CA,2489828893,2021-04-17,LinkedIn.com,37.7790262,-122.419906,40
Capital One,UX Designer,San Francisco CA,2443250674,2021-04-17,LinkedIn.com,37.7790262,-122.419906,40
IBM,Garage UX Designer,Oakland CA,2486530954,2021-04-12,LinkedIn.com,37.8044557,-122.2713563,5
Designit,UI/UX Designer,San Francisco CA,2500660202,2021-04-02,LinkedIn.com,37.7790262,-122.419906,40
Amazon Web Services (AWS),"UX Designer, Amazon Chime",San Francisco CA,2451138271,2021-04-15,LinkedIn.com,37.7790262,-122.419906,40
Slalom,User Experience Designer,Walnut Creek CA,2451164239,2021-04-16,LinkedIn.com,37.9020731,-122.0618702,1
DroneDeploy,"UX Designer, Growth",San Francisco CA,2484383428,2021-04-12,LinkedIn.com,37.7790262,-122.419906,40
Jobot,UI/UX Designer,San Francisco CA,2486237677,2021-04-13,LinkedIn.com,37.7790262,-122.419906,40
SPODIO,UI/UX Designer,San Francisco CA,2477242011,2021-04-06,LinkedIn.com,37.7790262,-122.419906,40
InCloudCounsel,UX Designer,San Francisco CA,2506926092,2021-04-16,LinkedIn.com,37.7790262,-122.419906,40
Optello,"UX Designer - Figma, Sketch, UX Design",San Francisco CA,2503335579,2021-04-14,LinkedIn.com,37.7790262,-122.419906,40
Twitch,User Experience Designer - Community,San Francisco CA,2467207308,2021-03-26,LinkedIn.com,37.7790262,-122.419906,40
Salesforce,Services User Experience Designer,San Francisco CA,2474424888,2021-04-02,LinkedIn.com,37.7790262,-122.419906,40
QUANTCAST SERVICES INC,User Experience Designer,San Francisco CA,2476270146,2021-04-13,LinkedIn.com,37.7790262,-122.419906,40
EY,User Experience Designer - Tech Consulting Staff,San Francisco CA,2488393385,2021-04-16,LinkedIn.com,37.7790262,-122.419906,40
Miles,UI/UX Designer (Mobile & Web),San Francisco CA,2483818132,2021-03-31,LinkedIn.com,37.7790262,-122.419906,40
Verily Life Sciences,"User Experience Designer, Life Science Portfolio (South San Francisco, CA)",South San Francisco CA,2472220870,2021-03-31,LinkedIn.com,37.6535403,-122.4168664,1
RiskIQ,UX Designer,San Francisco CA,2483790496,2021-03-31,LinkedIn.com,37.7790262,-122.419906,40
Altais,User Experience Designer,Oakland CA,2465708793,2021-03-25,LinkedIn.com,37.8044557,-122.2713563,5
Toptal,"UX Designer – Remote, Full-time",Daly City CA,2507429829,2021-04-17,LinkedIn.com,37.6904826,-122.4726708,1
Google,Staff Interaction Designer,San Francisco CA,2436568416,2021-03-27,LinkedIn.com,37.7790262,-122.419906,40
"Brain Technologies, Inc.",UX Designer,San Mateo CA,2483820077,2021-03-31,LinkedIn.com,37.496904,-122.3330573,4
Silicon Valley Bank,Sales Enablement UX Designer,San Francisco CA,2457176510,2021-03-19,LinkedIn.com,37.7790262,-122.419906,40
"TalentBurst, an Inc 5000 company",Sr UX Designer #: 21-05298,San Francisco CA,2481170328,2021-04-08,LinkedIn.com,37.7790262,-122.419906,40
LeadStack Inc.,User Experience Designer 3,Redwood City CA,2488409849,2021-04-03,LinkedIn.com,37.4863239,-122.232523,6
Yummly,Principal UX Designer,San Carlos CA,2470542678,2021-03-30,LinkedIn.com,37.504936,-122.2618236,1
Grio,"Senior Designer, Visual & UI",San Francisco CA,2503996911,2021-04-14,LinkedIn.com,37.7790262,-122.419906,40
AppLovin,PeopleFun - UX Designer,San Francisco CA,2479942290,2021-04-08,LinkedIn.com,37.7790262,-122.419906,40
Kunai,Product Designer UI/UX,Oakland CA,2481399309,2021-03-29,LinkedIn.com,37.8044557,-122.2713563,5
Manticore Games Inc.,UI/UX Designer for Client & Editor,San Mateo CA,2481147451,2021-04-08,LinkedIn.com,37.496904,-122.3330573,4
Voltaiq,UI/UX Designer,Berkeley CA,2495185904,2021-03-31,LinkedIn.com,37.8708393,-122.2728639,3
IBM,Garage UX Designer,San Francisco CA,2476253802,2021-04-12,LinkedIn.com,37.7790262,-122.419906,40
Oracle,"Senior User Experience (UX) Designer, Oracle Utilities / Opower",San Francisco CA,2492434451,2021-04-07,LinkedIn.com,37.7790262,-122.419906,40
Personal Capital,Principal UI/UX Designer,Redwood City CA,2469513657,2021-03-29,LinkedIn.com,37.4863239,-122.232523,6
Exo,Senior Product UI/UX Designer,Redwood City CA,2440680846,2021-04-06,LinkedIn.com,37.4863239,-122.232523,6
Medrio,UX/UI Designer,San Francisco CA,2483817341,2021-03-31,LinkedIn.com,37.7790262,-122.419906,40
Gap Inc.,UX Designer - Native Mobile Apps,San Francisco CA,2468012353,2021-03-28,LinkedIn.com,37.7790262,-122.419906,40
